x1,x2,y
-0.40510784010254763,1.2646550365257223,0
-1.563479664740379,1.5113435822062617,0
1.0669684892208144,-2.028808002257677,1
1.6244922077590338,-0.4162717500980299,1
-1.8847790088209757,2.1026711917281533,0
1.2867021221193802,-2.493455943730219,1
-2.8586722987687687,-0.03741146297391748,0
-1.1541087867992836,4.100457529924426,0
-1.4944211397857567,0.7730197262291764,0
1.0806099688534503,3.2682583928410915,0
-1.9066773845382166,0.5464535063172589,0
2.1541459361274358,0.5526557832022201,1
-1.145035883876096,-1.1041419721605334,0
-2.331951385497047,1.4079796780267075,0
-1.3472816406653703,-1.4796939545617205,0
-1.4836343276514106,-2.554708104902573,1
0.53562770959847,0.43724767700548484,1
0.9725516140561803,0.016307747488299596,1
-3.0935867749594714,0.7116689226806578,0
-2.9775828753803575,1.1756779419832262,0
0.6537316118217794,1.868256491483475,0
-1.8739182377457548,-0.7671037450377987,0
2.782577161967397,-0.9633044225111441,1
-1.6876767919350528,0.4798201424185529,0
4.392564530470153,-0.8476641537471719,1
-2.2450473700274665,-0.7165818096588925,0
0.7526070367318202,-1.4682224747582882,1
-0.05997929478255536,1.3179071696423867,0
-2.2018427927325117,1.9206080259045846,0
1.769528437607158,-1.1885838985226003,1
2.7740963664025777,-4.114243617409338,1
-1.0848366525814088,1.5991737721732338,0
-1.2175553113465485,-1.5927119006633748,0
-0.17072906059562287,1.2168533471256522,0
-2.960035245791698,0.4946536690887453,0
2.910795195752925,-0.5359792128926641,1
-0.511497008192788,0.7482484638166995,1
2.1551049715734587,-0.7551694210438303,1
0.030382126718856824,-3.5236895853291563,1
3.0835935054563617,-1.0734769400073676,1
1.959520897945005,-1.2694633314378692,1
2.7252505316221822,-4.873475802379474,1
0.23106245536837355,1.929862666717927,0
0.2604078570985849,-0.2355472280484807,1
-0.13996228614925638,-0.8441228379904132,0
1.7130755284819619,0.07836622971641437,1
-1.3711060194141833,2.817395290221648,0
0.4138389448386734,-0.7264140531067974,1
-1.2027808308379424,1.5786788966794523,0
-1.1230342484767417,-0.29729707296835745,1
-1.8018369327273183,0.3477524305266726,0
2.8089194802122694,-1.3827538096069256,1
0.29820189839617395,1.4501030499565382,0
-1.0908200875447462,4.207946373364984,0
0.42989810238755755,-0.40374635152085914,0
0.4309221228201357,-3.062517289102203,1
0.19386874171607568,-0.2311109873805806,1
1.8179988763444868,-1.2304884694392375,1
0.607919700657151,-0.2876728951071345,1
-0.03920137056774948,3.174408877300176,0
0.6263695325911502,-0.862444292365518,1
-0.9370659530603227,2.5639485859558753,0
2.3942761433599817,-2.992989333777237,1
-1.5804856383401256,0.019939151027990886,0
-0.03257930095715937,0.09284696038677094,0
1.6936489112699546,-0.5903554813118331,1
-2.545968484950941,0.7234930696763348,0
-0.42490179053905547,-1.5408657560019565,0
-3.4608179333121805,1.8067808619111974,0
-1.8526223843555152,1.797165440317531,0
3.082336026887053,-0.7625584078602353,1
-1.533676937861042,1.3758224649451154,0
2.9301681862173274,-0.2663417156980466,1
2.1639287348172216,-0.4614130664477879,1
1.5894419119649033,0.8356835957507374,1
1.1918945601194746,-0.9255293047971765,1
1.3276543295530425,-1.3773195511962033,1
1.7508167794198644,-0.9947676144156803,1
-0.34714466970050467,-1.8826308070060533,1
-0.7653015294463844,0.8083536649548742,0
1.79616257299877,-0.6760677447477642,1
-1.7989306369071396,-0.46841655276392896,0
-2.0707341070860186,1.1834354184837614,0
2.3063308519675094,-2.389138021008248,1
3.2479142503757235,-0.3584300875772248,1
1.452702700857121,-2.1011211289583094,1
