x1,x2,x3,y
2.763131246773507,0.34152363577626765,0.9436746295250995,1
1.6701469441208785,-1.699298703026316,-2.838078536007974,1
1.0864469062878515,0.004374185968533565,0.004752320813041021,1
-2.029551177717775,0.04097055469180732,-0.08315183752650805,0
1.7038210676707093,0.08254599903117299,0.1406436122012385,1
0.07947136033247382,0.9046425346051641,0.0718931728396894,1
-3.645138164113529,-0.39897033042169666,1.4543019777691115,0
2.712884306286884,-0.23893485930870267,-0.6482026300434441,1
-3.1230006420828698,1.410994853738524,-4.4065378342010355,0
-2.377709776060952,-1.3030828813522397,3.098352906008894,0
3.652708979440768,-0.1718111691914245,-0.6275762004737333,1
-0.8870450818897011,-0.20836281934825895,0.18482721415154535,0
2.3688610623528974,-0.7334704083657898,-1.7374894907657983,1
0.5045360315058225,0.19732947627578995,0.0995598308593094,0
0.5439382628628233,-1.5917853420647288,-0.8658329538131936,1
-1.5447192655062367,-0.4550117214870626,0.7028653722122237,0
1.1110234720491219,0.08748869193126267,0.09720199027450745,1
-0.6053551410805649,-1.316643655779641,0.7970370059973153,0
2.1121529953545815,1.7515071218741052,3.6994510138512733,1
0.4985721518321658,-1.4211928062139965,-0.7085671555625064,1
-2.287602537773253,0.1719692790094473,-0.3933973590810483,0
0.7102800882573498,0.8019802400898332,0.5696305957116573,1
3.188159473658375,-0.42450520053761903,-1.3533902767112584,1
-1.6604258023376095,-1.8075536567017105,3.0013087306972177,0
-2.882260347320092,0.60149878748088,-1.7336761041172555,0
-4.912015092071689,-0.5146951546274127,2.528190367346023,0
-2.168082464226399,-1.0341058750316225,2.242026813809557,0
-1.2295343728738024,-2.3734655178245387,2.918257436995989,0
-0.7847131352523554,0.33448902731519975,-0.26247793333202113,0
-0.06957083837353605,-0.32427887041098974,0.022560352881315807,0
1.5300562271364782,0.16797372733747634,0.25700924750803056,1
-4.125839725411816,-0.8398526815175007,3.4650975568985425,0
3.6900429752922816,-0.7304529639173302,-2.695402828284571,1
-0.9114737650396384,-1.714416840271163,1.5626459722493173,0
3.6744235157083454,-0.4307231114907135,-1.5826591296205452,1
0.41527690425241753,-0.80354231984371,-0.3336925670205018,1
1.6768478122990949,-0.1330208652636084,-0.2230557469074144,1
-1.8551031642834335,0.8978587406246769,-1.6656205908123767,0
-2.306743244636716,-3.3583069265528693,7.746751816242524,0
-3.3014814944069197,-1.636165853542301,5.401771287250409,0
-1.1151577089245095,1.7888784337809587,-1.9948815757596388,0
0.7412099872178153,-0.09014470556859781,-0.0668161560622541,1
