x1,x2,x1_sq,x2_sq,y
1.9403932846884466,0.8622681122158041,3.765126099264019,0.7435062973442066,1
-1.3936407509638982,-0.3136276982299764,1.942234542747218,0.09836233309703313,0
3.49357012756139,0.9767057226767257,12.205032236189307,0.9539540687094651,1
-2.486273426513224,-2.7459781223660675,6.181555551385808,7.540395848513073,0
0.1324548237815695,0.9104702406653826,0.01754428034300663,0.8289560591372798,1
-1.6016309414138021,0.8820319012528317,2.565221672494062,0.7779802748276851,0
1.7775673530179366,0.5262056913069828,3.1597456945151934,0.2768924295638597,1
-2.4684637776338763,-1.0151071645533694,6.093313421490507,1.0304425555275813,0
-2.360232484160196,-1.4159785121498463,5.570697379285009,2.004995146870092,0
2.8836535599781596,-1.4074998771362037,8.315457853974713,1.9810559041384286,1
-0.7407241407880945,-0.4997691822240222,0.5486722527462607,0.24976923550086794,0
-1.9606158035856986,0.48901953959580935,3.844014329269995,0.23914011010649736,0
-1.8942140904819251,-1.603824659946833,3.588047020580267,2.5722535398535746,0
-2.4645679319436655,2.4348866649133343,6.074095091165076,5.9286730709727795,0
1.799660315922095,-0.275764719228926,3.2387772527048146,0.07604618037140838,1
1.8908224807606786,1.1449382492664781,3.5752096537499667,1.310883594633388,1
2.7117537821718747,-0.35979366477014346,7.353608575123467,0.12945148120873037,1
-3.4323103067098195,-1.260020173290448,11.780754041546455,1.5876508370988904,0
2.570551465777539,-0.6879291018594234,6.607734838211053,0.4732464491851129,1
-1.8696219542063237,1.7258874248805078,3.4954862516502727,2.9786874033606705,0
-0.9911201094277572,-0.21598368150282038,0.9823190713120894,0.04664895067551175,0
0.3561683372249668,0.8773852625128689,0.12685588444159768,0.7698048988747758,1
-3.4802287324730754,0.2194808419377201,12.11199203033115,0.04817183997769048,0
-2.2352327747695586,-0.7089237826357639,4.99626555740402,0.5025729295865999,0
-3.037387989902895,0.4492444196850907,9.22572580120635,0.20182054861819393,0
-1.6706480914880437,-1.831829438243808,2.7910650455926427,3.3555990908166256,0
-3.445063814719679,1.7543707526562289,11.868464687490906,3.077816737775583,0
1.984406634250859,1.671600155995804,3.9378696900588226,2.7942470815251963,1
-2.1195327582738375,2.0394447560960165,4.4924191133959015,4.15933491316754,0
-2.777726351470832,2.097092687218373,7.715763683655459,4.397797738784776,0
-3.721956159242665,0.601948947817249,13.85295765132441,0.3623425357782931,0
3.1266221227504074,0.1764790357219105,9.775765898472264,0.031144850049335367,1
0.7518427234577655,0.027333560903023305,0.56526748081639,0.0007471235516392842,1
-0.8429594187303091,0.34036370860174825,0.7105805816261406,0.1158474541331358,0
-2.0544632358327752,-1.7408144389758895,4.220819187388478,3.030434910946941,0
2.328126581517229,-0.8988788831346315,5.4201733795671,0.8079832465453625,1
0.11939305351520055,-0.3952965022956781,0.014254701227683542,0.15625932472719703,0
2.3601366868769524,0.9729219429450219,5.570245180742518,0.9465771070639164,1
-1.5402537778909857,2.697114063369239,2.372381700307454,7.274424270824128,0
1.8707995118320069,-1.6817096036728523,3.4998908134708753,2.828147191085502,1
2.2139482899271523,2.0884155544713887,4.901567030471362,4.361479528158038,1
0.6354358542017612,-0.38023854386721107,0.4037787248051219,0.144581350242257,1
4.015423289121595,-0.7230127379319705,16.12362419082009,0.5227474192118843,1
-2.7505147687601115,-0.2058579134348654,7.5653314931674895,0.04237748052375653,0
4.20535327063775,0.010110719959839249,17.68499613086362,0.00010222665810629177,1
0.29442263479832853,0.28476221596463214,0.08668468788158994,0.08108951964108779,0
0.8848114218725138,0.4941561973391747,0.7828912522760596,0.24419034736871337,1
0.270147540033842,-1.6123542778685598,0.07297969338633627,2.5996863173610447,1
2.599403298189117,-0.8686616239147963,6.75689750663646,0.754573016862291,1
1.5659980248020402,0.9462054889403967,2.4523498136838913,0.8953048273009352,1
1.736606594586799,-0.2727031797075609,3.0158024643623587,0.07436702422261426,1
-2.1588526370802166,-0.3713716087066565,4.6606447086282055,0.13791687175336997,0
1.4382101772183367,-1.1952190904572368,2.0684485138543995,1.4285486741934246,1
-1.2354646006250716,0.15674757271470377,1.5263727793976676,0.024569801551951344,0
1.3694843366324976,0.34117071999855764,1.875487348281752,0.11639746018433421,1
-2.891064230245481,1.2869641578905942,8.358252383404896,1.656276743695046,0
1.6900204001148666,1.3655748721128758,2.856168952804414,1.864794731346097,1
3.5458442705100723,-0.7059153672747679,12.573011590709108,0.49831650575467046,1
1.164090781209676,0.6995643639431464,1.3551073468973536,0.48939029929917893,1
2.566133310952138,-1.3217995520700854,6.585040169578182,1.7471540558526784,1
-0.20283306128289993,-0.3391622832904565,0.04114125074939264,0.11503105440679587,0
3.374379102163559,-0.41664501896882705,11.386434325118147,0.17359307183153425,1
1.0195037038053831,0.23076923858270287,1.0393878020728944,0.05325444147604044,1
-1.6767060433905356,-0.6295255432810228,2.8113431559423447,0.39630240964326696,0
0.390361247513024,1.0628649679997653,0.15238190355992437,1.129681940201142,1
0.8716650629132704,-0.15753078011099833,0.7597999819035957,0.024815946682379707,1
3.1532917563362073,0.6729326066819346,9.943248900577883,0.45283829313574325,1
-0.7662199283214488,1.0840871867585222,0.5870929785569261,1.175245028494007,1
-2.8532638353482485,0.595350506686891,8.141114514106196,0.3544422258123379,0
