x1,x2,y
0.4592839686675842,-1.465246598486994,1
2.186658923289538,-1.2986292266895154,1
1.6514502212043027,-1.7266950639182932,1
-2.488791345813145,4.724361298086821,0
1.7878279173080414,-0.20682453281126373,1
-2.661484066386395,-0.346854735381129,0
2.764945914173448,-1.3009344260727291,1
2.5249449636847126,-0.494138064208697,1
1.135167828087311,0.4111845050884328,1
1.3223317975968831,-2.198393309135067,1
-2.3769506545649572,3.1441391083857875,0
2.1222125537970467,-1.3476263066914573,1
-2.2275686102783747,2.0199100147945077,0
2.948169875666891,-3.7872946646549948,1
-5.159964461252587,1.7423645976355135,0
-2.805299552583519,0.5857110301999641,0
-2.608669994632945,1.1625301789291436,0
1.7288054493524294,-2.2884855779119024,1
1.3640185918482886,-1.8593701333256398,1
0.6029405086402002,0.5279384297637919,0
-0.018310262967447852,1.4345936556254084,0
-0.8982323282276359,0.3697125038345628,0
-2.9423219935875133,0.9826001467058871,0
3.0264573827510577,-1.7551709221803349,1
2.14472699868572,-1.862738065840831,1
-2.7906305357460908,2.6464258809609778,0
2.935451654533673,-0.10267860094825801,1
-1.9686177204073805,-0.63245247859946,0
3.659771641823719,0.37179231621243725,1
-3.8285310419806287,0.06891465516073275,0
3.03864496174638,-2.0170662747017425,1
1.865726339283117,-0.41363744410435294,1
-2.3920080543391373,2.574826184231269,0
1.37714491709684,-1.5295917732339617,1
-2.0282668255695486,2.427205652887582,0
-4.842240342049701,1.0473042288062553,0
5.376121065108368,-1.577018664562581,1
-1.6904160878432704,1.2537547184652746,0
3.118943184388467,-2.226920786877681,1
0.08233605434397157,3.1780062646538,0
-1.3938504088384314,-0.44386274182410596,1
-1.4655761622473764,2.635002464152488,0
2.7766953132242254,-2.3749250675734683,1
-0.8781820796259259,-0.028775652250054705,0
-1.8444812486653426,3.3095449407632302,0
-1.1050168923468098,3.530452653970316,0
-1.9531747376868636,0.8415488212934076,0
-0.6408771287408618,0.8332516360044118,0
-1.1868737532279159,-0.423143176197927,1
3.6565418031248984,-3.091966148546264,1
1.3085696138860123,-1.4652887398792522,1
2.8050547706900657,-1.4095647616165485,1
-3.5750920000358772,0.08448583820007945,0
1.8002952837391424,-0.7059562269192964,1
1.1033890198587362,-1.5452883417521321,1
-3.5302895455518777,1.4452428028412705,0
-2.8386043324599712,1.5127476919237544,0
-4.126927997131036,0.8890803059639797,0
3.5906705091981816,0.18873025475906025,1
-2.598824729506834,4.833781174604447,0
-3.6700069856596267,2.5450153414511383,0
-1.5235659458835114,2.0332332515124696,0
-1.6219225120787217,1.0166130761395549,0
-3.0281551592350553,2.2373486478985893,0
2.838442665025595,0.4390892388655721,1
-3.060678433417641,1.0155972903476458,0
-3.1361437310549483,1.894475977641486,0
1.0992337219979151,-2.0499778152572516,1
2.9094160395561435,-0.5370706119747318,1
-2.589589077370268,0.5047162488143734,0
-1.9255911393909801,0.3431811933264447,0
-1.8776915738518298,2.935177705466854,0
-2.5406829557273194,0.17830595799288199,0
-1.7881165072780383,1.6819347768846566,0
1.7438633208244843,-0.31757090548756484,1
-1.6330577510329929,3.0328456895601974,0
2.1780000270718434,-2.215342850990452,1
-2.3162067027806637,2.979812973992126,0
-1.9019359668123819,0.9384415340014787,0
-3.055765295279817,1.8634187642631141,0
0.9050251268645487,-2.128037579986718,1
1.2555006243922684,-4.263320142266827,1
1.2109889324455927,-3.2597067883809223,1
0.8294644346839115,-2.2760691145942187,1
3.395227177821193,-2.1526126551258233,1
-0.5997773070514965,1.958794557556304,0
1.513806959120807,-1.0177309046339256,1
1.274870294433811,-1.5240941287141898,1
-1.1331831368258822,0.9705453030438167,0
-0.5931063787276368,1.7029252786366043,0
-1.538527533503373,2.081025774179359,0
2.2257823136221617,-3.067013925938191,1
3.292388388453105,-3.5735168579115686,1
-2.483830599074157,1.380161556021217,0
1.9417507762699215,-1.0662436008308112,1
2.18721201457297,-0.7705580738426078,1
-0.4395275670235169,-2.7206133123426124,1
3.129700512807364,-1.516664750374472,1
4.56644425015669,-0.9462694514365073,1
2.7208182100823635,-2.6715135419615015,1
